Date	Time	Text	Picture	Pic description
2029-4-13	13:52:30	"""Quelqu’occupé que vous soyez, Monsieur le baron, je pense que vous aurez le temps ..."" à Ladoucette, 1829-04-13, https://constance-de-salm.de/archiv/#/document/9346 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-071g.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2029-4-13	18:42:02	"""Monsieur de Montémont sort d’ici, Monsieur; il n’a pas été reprendre l’article ..."" à Sanson de Pongerville, 1836-04-13, https://constance-de-salm.de/archiv/#/document/9730 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-07c0.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2029-4-14	12:49:01	"""Je reçois votre seconde lettre, mon ancienne amie, et j'y réponds à l'instant; je me reproche bien ..."" à Salis, 1841-04-14, https://constance-de-salm.de/archiv/#/document/7231 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-05hn.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2029-4-15	15:26:20	"""Voici, Monsieur, le copie de votre excellent article ..."" à Bignan, 1842-04-15, https://constance-de-salm.de/archiv/#/document/11254 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-08gd.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2029-4-16	08:17:54	"""Mille remerciments, Monsieur, de votre honorable petit article; ..."" à Châtelain, 1834-04-16, https://constance-de-salm.de/archiv/#/document/5563 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-047u.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2029-4-17	08:50:33	"""Permettez, Monsieur le baron, que je vous recommande un jeune littérateur ..."" à Humboldt, 1836-04-17, https://constance-de-salm.de/archiv/#/document/9734 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-07c4.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2029-4-17	18:01:29	"""Il y a déjà quelque temps, cher frère, que j’ai reçu ta lettre et que je voulais y répondre ..."" à Salm, 1837-04-17, https://constance-de-salm.de/archiv/#/document/10891 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-086p.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2029-4-18	18:55:18	"""Il y a déjà longtemps, ma chère amie, que je n’ai jasé avec vous ..."" à Francq, 1844-04-18, https://constance-de-salm.de/archiv/#/document/5317 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-0411.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2029-4-20	08:32:37	"""J’ai reçu presqu’au moment de mon arrivée ici, Monsieur, la lettre que vous m’avez adressée ..."" à Pougens, 1829-04-20, https://constance-de-salm.de/archiv/#/document/9351 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-071l.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2029-4-20	11:11:22	"""Je suis ici depuis quelques jours, Madame, j'ai vu Monsieur votre père, et je m'empresse de vous dire qu'il se porte bien ..."" à Paganel, 1830-04-20, https://constance-de-salm.de/archiv/#/document/5165 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-03wt.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
