Date	Time	Text	Picture	Pic description
2030-10-27	09:41:04	"""J'ai reçu la lettre de Monsieur le conseiller Wilken, directeur en chef de la Bibliothèque royale de Berlin ..."" à Wilken, 1839-10-27, https://constance-de-salm.de/archiv/#/document/8124 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-066a.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2030-10-29	19:00:50	"""Cher ami, j’ai reçu hier ta lettre du 26, tu m’y apprends la mort de Mosler, ou du moins qu’elle paraît certaine ; ..."" à Salm-Reifferscheidt-Dyck, 1844-10-29, https://constance-de-salm.de/archiv/#/document/5352 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-0420.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2030-10-30	17:17:03	"""Je suis entourée d’apprêts de voyage, ma chère amie, je me mets en route dans peu de jours ..."" à Leroy de Bacre, 1835-10-30, https://constance-de-salm.de/archiv/#/document/9659 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-07a1.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2030-11-8	09:48:33	"""J‘ai reçu votre lettre, il y a déjà quelque temps, ma chère cousine ..."" à Novakowsky, 1841-11-08, https://constance-de-salm.de/archiv/#/document/11261 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-08gk.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2030-11-10	14:40:00	"""Au moment où je venais de faire partir la lettre que je vous ai écrite hier Monsieur, on est venu me dire que l’extrait mortuaire en question devait être légalisé à l’ambassade prussienne ..."" à Pailliet, 1841-11-10, https://constance-de-salm.de/archiv/#/document/11263 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-08gm.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2030-11-12	09:40:04	"""J’ai reçu votre aimable lettre, mon cher voisin, et quoique nous devions bientôt nous voir ..."" à Ladoucette, 1841-11-12, https://constance-de-salm.de/archiv/#/document/11264 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-08gn.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2030-11-16	12:19:44	"""Il y a déjà quelque temps que j’ai reçu votre lettre, Monsieur, et je me reprocherais ..."" à Depping, 1840-11-16, https://constance-de-salm.de/archiv/#/document/10028 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-07jt.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2030-11-17	08:54:05	"""J’ai reçu hier ta lettre du 13 et du 14, cher ami, je t’aurais écrit la veille pour t’annoncer la mort de Mollevault ..."" à Salm-Reifferscheidt-Dyck, 1844-11-17, https://constance-de-salm.de/archiv/#/document/5351 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-041z.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2030-11-19	17:42:44	"""J’ai reçu votre lettre il y a quelque temps, ma chère amie, elle m’a fait beaucoup de plaisir ; ..."" à Naigeon, 1840-11-19, https://constance-de-salm.de/archiv/#/document/11176 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-08eh.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2030-11-20	19:17:54	"""Tu dois être à Paris demain, mon cher Félix, par conséquant tu pourras recevoir cette lettre un ou deux jours après ..."" à Francq, 1842-11-20, https://constance-de-salm.de/archiv/#/document/7483 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-05on.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
