Date	Time	Text	Picture	Pic description
2026-02-20	13:25:48	»Quoique je sois si souffrante depuis deux jours, que j’ai peine à écrire, je veux vous dire ...« à Villenave, 1833-02-20, https://constance-de-salm.de/archiv/#/document/11033 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-08an.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-02-21	16:10:11	»J’ai bien tardé à répondre à votre dernière lettre, Monsieur, quoiqu’elle soit fort importante pour moi ...« à Pailliet, 1827-02-21, https://constance-de-salm.de/archiv/#/document/11364 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-08j6.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-02-21	15:15:18	»Je m'ennuie fort, Monsieur, de ne plus entendre parler de vous; ...« à Mirault, 1832-02-21, https://constance-de-salm.de/archiv/#/document/5400 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-043b.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-02-22	18:37:23	»Après avoir vu vos chers enfants, ma bien chère voisine et amie, j’éprouve le besoin de jaser avec vous, et d’autant plus ...« à Hompesch, 1835-02-22, https://constance-de-salm.de/archiv/#/document/9573 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-077n.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-02-23	12:21:56	»C'est avec grand plaisir que j'ai reçu, mon cher Didot, votre traduction des Idylles de Théocrite ...« à Didot, 1834-02-23, https://constance-de-salm.de/archiv/#/document/5545 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-047c.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-02-23	15:02:46	»Il me semble, Monsieur, que vous êtes si occupé que vous pouvez avoir oublié mon pauvre Lantier ...« à Villenave, 1834-02-23, https://constance-de-salm.de/archiv/#/document/5542 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-0479.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-02-25	14:31:44	»Voilà déjà longtemps que j’ai reçu ta lettre, cher frère, et je t’aurais répondu beaucoup plutôt ...« à Théis, 1832-02-25, https://constance-de-salm.de/archiv/#/document/10812 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-084i.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-02-26	14:07:25	»Cher frère, je reçois à l’instant ta lettre, et j’y réponds sans diférer (sic) en ayant le temps ...« à Théis, 1822-02-26, https://constance-de-salm.de/archiv/#/document/10537 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-07x0.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-02-26	19:41:55	»Je reçois votre grande lettre, Monsieur, au moment où j'en fait partir ...« à Jullien de Paris, 1831-02-26, https://constance-de-salm.de/archiv/#/document/6381 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-04ub.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-02-27	09:51:56	»La chère tante et le major seront les très bienvenus ...« à Prous, 1816-02-27, https://constance-de-salm.de/archiv/#/document/4292 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-038k.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-02-27	18:16:57	»La chère tante et le major seront les très bienvenus ...« à Prous, 1816-02-27, https://constance-de-salm.de/archiv/#/document/2781 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-022s.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-02-28	17:20:26	»J’ai reçu une lettre de mon neveu Charles qui quitte la Hollande où il était en mission ...« à Drais, 1835-02-28, https://constance-de-salm.de/archiv/#/document/9577 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-077r.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-02-29	11:28:10	»; Me voilà encore dans mon lit, Monsieur et Madame, toussant, étouffant ...« à Sanson de Pongerville, 1840-02-29, https://constance-de-salm.de/archiv/#/document/8160 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-067a.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-03-02	17:50:28	»Vous serez sans doute surpris, Prince, de recevoir une lettre de moi dans ce moment ...« à Hatzfeldt, 1828-03-02, https://constance-de-salm.de/archiv/#/document/765 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-00k3.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-03-02	11:17:25	»Vous serez sans doute surpris, Prince, de recevoir une lettre de moi dans ce moment ...« à Hatzfeldt, 1828-03-02, https://constance-de-salm.de/archiv/#/document/764 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-00k2.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-03-03	11:38:48	»Je n’ai jamais refusé des conseils à ceux qui m’ont crue capable ...« à Salis, 1798-03-03, https://constance-de-salm.de/archiv/#/document/8512 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-06fp.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-03-05	09:06:14	»Je pense, Monsieur et ami, que vous aurez été étonné du silence que j’ai gardé sur la fin si malheureuse de notre cher Girodet ...« à Barbier, 1825-03-05, https://constance-de-salm.de/archiv/#/document/8937 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-06qn.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-03-05	17:50:12	»Que pensez-vous de mon long silence, bien chère Princesse, après la toute aimable lettre que vous m'avez écrite ...« à Thurn und Taxis, 1825-03-05, https://constance-de-salm.de/archiv/#/document/5811 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-04em.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-03-06	14:10:35	»J’ai reçu votre touchante lettre, ma bien véritable amie, au moment même, où remplie de douleur et de regrets causés par la perte cruelle ...« à Salis, 1825-03-06, https://constance-de-salm.de/archiv/#/document/10343 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-07rm.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-03-07	09:31:41	»Je vous remercie, Madame, de m'avoir envoyé votre „Opinion sur la gymnastique amorosienne” ...« à Dauriat, 1834-03-07, https://constance-de-salm.de/archiv/#/document/5535 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-0472.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-03-08	12:05:36	»Quoique je t’aie écrit hier, ma chère Minette ...« à Francq, 1816-03-08, https://constance-de-salm.de/archiv/#/document/6280 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-04ri.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-03-09	17:08:39	»Je viens de recevoir votre lettre, mon ancien ami; il fait un tems déplorable qui m’empêche de sortir ...« à Raboteau, 1824-03-09, https://constance-de-salm.de/archiv/#/document/11308 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-08hv.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-03-09	14:52:29	»Je viens de recevoir votre lettre, mon ancien ami; il fait un tems déplorable qui m’empêche de sortir ...« à Raboteau, 1824-03-09, https://constance-de-salm.de/archiv/#/document/4001 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-030k.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-03-10	10:13:25	»Comme vous partez, je crois, demain, Monsieur le baron, je ne veux pas perdre un instant ...« à Ladoucette, 1829-03-10, https://constance-de-salm.de/archiv/#/document/9318 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-070o.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-03-10	08:01:33	»J'ai vu ce matin en ouvrant le „Constitutionnel“, Monsieur et ancien ami ...« à Duval, 1831-03-10, https://constance-de-salm.de/archiv/#/document/6416 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-04va.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-03-11	12:04:25	»On me dit, Monsieur, que vous êtes affligé de la perte de votre procès ...« à Montémont, 1830-03-11, https://constance-de-salm.de/archiv/#/document/8241 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-069j.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-03-12	19:10:25	»On remettra chez vous, avec ce petit billet, Monsieur, trois exemplaires de quelques vers ...« à Tissot, 1825-03-12, https://constance-de-salm.de/archiv/#/document/8940 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-06qq.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-03-12	12:49:20	»Je suis arrivée ici, il y a cinq jours, cher frère; j’ai écrit à l’instant à ta fille ...« à Théis, 1829-03-12, https://constance-de-salm.de/archiv/#/document/9321 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-070r.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-03-13	09:31:58	»Vous m'avez promis de venir ce soir, Monsieur, mais je ne veux pas attendre jusque là pour vous dire ...« à Roux de Rochelle, 1841-03-13, https://constance-de-salm.de/archiv/#/document/7215 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-05h7.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-03-14	08:08:31	»Il me sera bien impossible d’aller chez vous, ce soir, ma très belle, et je veux vous le dire moi-même ...« à Laya, 1827-03-14, https://constance-de-salm.de/archiv/#/document/9061 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-06tu.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-03-14	10:37:12	»Je suis fort sensible, Madame, à tout ce que vous me dites d’obligeant ...« à Jaquotot, 1828-03-14, https://constance-de-salm.de/archiv/#/document/9136 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-06vn.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-03-15	11:18:33	»Je vous sais bien bon gré, ma chère amie, de l'intérêt que vous prenez à mon aventure ...« à Salis, 1800-03-15, https://constance-de-salm.de/archiv/#/document/5143 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-03w7.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-03-15	10:44:16	»Madame, le froid chagrin d'une sombre douleur, Après... [Fortsetzung des Verses fehlt], Me voilà donc dans cette ville antique / Où je vous vis pour la permière fois ! ...« à Thurn und Taxis, 1822-03-15, https://constance-de-salm.de/archiv/#/document/5807 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-04ei.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2026-03-16	12:16:33	»J'ai reçu votre lettre il y a déjà assez longtemps, Monsieur ...« à Prous, 1817-03-16, https://constance-de-salm.de/archiv/#/document/2812 #onthisday	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-023n.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
