Date	Time	Text	Picture	Pic description
2024-7-3	14:13:02	"""Madame la baronne, Madame la Princesse a reçu votre aimable lettre au moment de son départ de Paris ..."" à Salis, 1824-07-03, https://constance-de-salm.de/archiv/#/document/8915 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-06q1.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2024-7-3	15:10:21	"""Madame la baronne, Madame la Princesse a reçu votre aimable lettre au moment de son départ de Paris ..."" à Salis, 1824-07-03, https://constance-de-salm.de/archiv/#/document/10341 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-07rk.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2024-7-4	12:44:56	"""Me voici ici, Monsieur, et je veux vous donner de mes nouvelles ainsi qu‘à ma fille ..."" à Drais, 1814-07-04, https://constance-de-salm.de/archiv/#/document/6187 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-04ox.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2024-7-4	15:53:23	"""D'après ce qu'on m'écrit, Monsieur et ami, le jugement de l'Académie ..."" à Barbier, 1817-07-04, https://constance-de-salm.de/archiv/#/document/4368 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-03ao.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2024-7-5	19:12:18	"""Je reçois à l’instant votre lettre du 28, Monsieur, et je me hâte d’y répondre ..."" à Pailliet, 1827-07-05, https://constance-de-salm.de/archiv/#/document/11368 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-08ja.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2024-7-6	18:04:07	"""_x000D_Je commence à me reposer de mes fils, ma chère Minette,_x000D_ ..."" à Francq, 1814-07-06, https://constance-de-salm.de/archiv/#/document/6196 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-04p6.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2024-7-7	09:38:57	"""J'ai reçu, il y a trois jours, votre dernière lettre et je n'ai pu encore y répondre ..."" à Barbier, 1817-07-07, https://constance-de-salm.de/archiv/#/document/4369 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-03ap.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2024-7-8	11:55:12	"""J’ai reçu votre lettre du …, mon ancien ami, et elle m’a fait grand plaisir: ..."" à Raboteau, 1821-07-08, https://constance-de-salm.de/archiv/#/document/3991 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-030a.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2024-7-8	12:51:38	"""J’ai reçu votre lettre du …, mon ancien ami, et elle m’a fait grand plaisir: ..."" à Raboteau, 1821-07-08, https://constance-de-salm.de/archiv/#/document/8287 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-06af.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2024-7-9	18:23:05	"""Il y a bien longtems, Monsieur, que j’ai reçu votre très aimable lettre, et je me reprocherais beaucoup de ne pas y avoir encore répondu ..."" à Raboteau, 1805-07-09, https://constance-de-salm.de/archiv/#/document/3878 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-02x5.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2024-7-10	16:54:38	"""Puisque vous partez bientôt pour Wordt (?), mon cher voisin, je ne veux pas tarder à répondre à votre bonne et aimable lettre ..."" à Hompesch-Rurich, 1828-07-10, https://constance-de-salm.de/archiv/#/document/9182 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-06wx.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2024-7-11	15:23:09	"""Je ne pars pas demain, ma chère Minette ..."" à Francq, 1814-07-11, https://constance-de-salm.de/archiv/#/document/6188 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-04oy.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2024-7-11	16:56:16	"""Je laisse cueillir des fraises, Monsieur, je suis charmée du ce qu'elles vous ont fait du bien, et à ces dames ..."" à Prous, 1816-07-11, https://constance-de-salm.de/archiv/#/document/4316 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-0398.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2024-7-12	10:44:38	"""Je ne vous écris qu’un mot aujourd’hui, parce que je n'ai pas le temps ..."" à Raboteau, 1807-07-12, https://constance-de-salm.de/archiv/#/document/2081 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-01ji.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2024-7-12	15:55:46	"""Je ne vous écris qu’un mot aujourd’hui, parce que je n'ai pas le temps ..."" à Raboteau, 1807-07-12, https://constance-de-salm.de/archiv/#/document/3883 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-02xa.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2024-7-13	13:35:53	"""Je vous écris par extraordinaire, Monsieur, pour vous dire que la petite caisse n’est pas encore arrivée ..."" à Drais, 1828-07-13, https://constance-de-salm.de/archiv/#/document/9197 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-06xc.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2024-7-14	14:28:14	"""Le diable, je crois, se mêle de nos affaires, ma chère amie, car mille obstacles ..."" à Salis, 1800-07-14, https://constance-de-salm.de/archiv/#/document/8594 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-06hu.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2024-7-14	11:35:29	"""Le diable, je crois, se mêle de nos affaires, ma chère amie, car mille obstacles ..."" à Salis, 1800-07-14, https://constance-de-salm.de/archiv/#/document/10422 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-07tt.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2024-7-15	08:26:00	"""Voici des flots de journaux, mon voisin, et par excès de courtoisie le fameux manuscrit; ..."" à Prous, 1817-07-15, https://constance-de-salm.de/archiv/#/document/2813 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-023o.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2024-7-15	19:31:03	"""Voici des flots de journaux, mon voisin, et par excès de courtoisie le fameux manuscrit; ..."" à Prous, 1817-07-15, https://constance-de-salm.de/archiv/#/document/4370 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-03aq.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2024-7-16	14:28:54	"""Je me reprocherais fort de ne pas vous avoir encore répondu, Monsieur et ancien ami, si cela m’eut été possible; ..."" à Duval, 1827-07-16, https://constance-de-salm.de/archiv/#/document/9082 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-06u8.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2024-7-16	10:52:01	"""Un petit séjour que j’ai fait à Aix-la-Chapelle, Monsieur, m’a fait recevoir beaucoup plus tard ..."" à Asfeld, 1829-07-16, https://constance-de-salm.de/archiv/#/document/9403 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-072y.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2024-7-17	09:29:47	"""On me dit, Monsieur, que vous êtes malade dans votre lit, et j'en suis très peinée, je vous l'assure ..."" à Prous, 1816-07-17, https://constance-de-salm.de/archiv/#/document/4317 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-0399.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
2024-7-18	12:57:48	"""Qu'il y a longtemps, Monsieur et ami, que nous n'ayons jasé ensemble! ..."" à Raboteau, 1816-07-18, https://constance-de-salm.de/archiv/#/document/3931 #onthisday"	https://owncloud.gwdg.de/index.php/apps/files_sharing/ajax/publicpreview.php?file=%2F%2FCdS-b1-02ym.png&c=2026c47172154296b50a936a6d54a4d2&x=1024&y=1024&a=1&t=tb2La6rIG13gzBN	Citation de l'incipit en orange sur lettre manuscrite de Constance de Salm en arrière plan.
